,models,Normality Pearson p-value,Normality Shapiro p-value,AIC of model,BIC of model,LogLikelyhood,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value,Normal Test,Homoscedasticity Test
0,linear,,0.9029043316841125,50.768026646013595,52.351545584469704,-24.384013323006798,0.025939906357630327,0.7107587905930406,0.6879978105179045,not F,not F
1,poly2,,0.2330750674009323,50.32781129049981,51.91133022895592,-24.163905645249905,0.09484719603722735,0.5288845845484746,0.3176472339742458,not F,not F
2,poly3,,0.16301889717578888,50.50540662071846,52.08892555917457,-24.25270331035923,0.06765492779412496,0.4630550829222153,0.1397525458848106,not F,not F
3,exp,,0.842274010181427,50.661439819897204,52.24495875835331,-24.330719909948602,0.043090779535623236,0.824566819170856,0.8444760015036342,not F,not F
4,log,,0.3296971619129181,50.425727927243315,52.009246865699424,-24.212863963621658,0.07995441929316838,0.5521158361798559,0.4521156713449688,not F,not F
5,power,,0.6771361827850342,50.42109782536402,52.00461676382013,-24.21054891268201,0.0806641295507613,0.6317429850007176,0.6357425487673517,not F,not F
6,mult,,0.6771361827850342,50.42109782536402,52.00461676382013,-24.21054891268201,0.0806641295507613,0.6317429850007176,0.6357425487673517,not F,not F
7,hybrid_mult,,0.8568577170372009,50.6688184778643,52.25233741632041,-24.33440923893215,0.04191327134094347,0.7273775162248092,0.7184407462669297,not F,not F
8,scaling,,0.48131558299064636,50.38190646326907,51.96542540172518,-24.190953231634534,0.0866495643222357,0.4945597035290158,0.4396604920445428,not F,not F
