,models,Normality p-value,AIC of centered model,BIC of centered model,LogLikelyhood,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,48.162762657882695,49.746281596338804,-23.081381328941347,-0.022902502207226894,0.4724756965981968,0.37595005747912535
1,poly2,,47.7390915529962,49.32261049145231,-22.8695457764981,0.04683540156189625,0.32333988864242397,0.07338239705080098
2,poly3,,47.97934345270331,49.56286239115942,-22.989671726351656,0.007894365388058433,0.33905377973971107,0.03857479002600382
3,exp,,47.94201820109783,49.52553713955394,-22.971009100548915,0.014046973647184102,0.9146629752283824,0.8172253899906274
4,log,,47.799226123068905,49.382745061525014,-22.899613061534453,0.03723434509033163,0.35044350238169586,0.19387698313369425
5,power,,47.75516453919484,49.338683477650946,-22.87758226959742,0.044278611580758076,0.32497024945239544,0.27090761554106607
6,mult,,47.75516453919484,49.338683477650946,-22.87758226959742,0.044278611580758076,0.32497024945239544,0.27090761554106607
7,hybrid_mult,,48.049406670607176,49.632925609063285,-23.024703335303588,-0.003758557850957356,0.415553151682112,0.3405678370356956
8,scaling,,47.740663982048716,49.324182920504825,-22.870331991024358,0.046585571542259174,0.2556812041170994,0.15481634332339916
