train set,c0,c1,c2,rmse,kfold rmse
gov,9.744286634170617,-9.743368967077974e-09,-3.96765865583224,14.699417329625179,15.02731207482171
bible,7.041181370922588,-7.231944426318812e-09,-1.1907241002803512e-06,12.275189122614032,12.246236329947902
