train set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,6.840601301336863,69.84795847771608,-129.3674060229379,72.24526702782892,13.766298086241918,13.784311995962057
bible,5.689894196639498,28.971821937485903,-22.973798050009584,-19.832067723124105,11.775325111509206,11.798655767174681
