train set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
gov,12.04057279100379,-2.541954515701821e-09,-0.012085163689054965,0.053274730082341425,-0.000822749310417797,14.806389346703728,14.848901641770007
bible,6.994047021241612,8.78706200475382e-06,0.0032704334620722334,-1.5635639656160636e-09,5.353685618345729e-07,12.284728300924796,12.297938702696928
