model,mean,min,25%,50%,75%,max
linear,4.578565694764228,4.578565694764228,4.578565694764228,4.578565694764228,4.578565694764228,4.578565694764228
poly2,4.438602822587372,4.438602822587372,4.438602822587372,4.438602822587372,4.438602822587372,4.438602822587372
poly3,7.275422952588798,7.275422952588798,7.275422952588798,7.275422952588798,7.275422952588798,7.275422952588798
exp,4.462296666483678,4.462296666483678,4.462296666483678,4.462296666483678,4.462296666483678,4.462296666483678
log,4.681485256325527,4.681485256325527,4.681485256325527,4.681485256325527,4.681485256325527,4.681485256325527
power,6.9023505514515735,6.9023505514515735,6.9023505514515735,6.9023505514515735,6.9023505514515735,6.9023505514515735
mult,5.713622310926112,5.713622310926112,5.713622310926112,5.713622310926112,5.713622310926112,5.713622310926112
hmult,4.682599087986621,4.682599087986621,4.682599087986621,4.682599087986621,4.682599087986621,4.682599087986621
am,13.279982961833293,13.279982961833293,13.279982961833293,13.279982961833293,13.279982961833293,13.279982961833293
gm,13.55708517226616,13.55708517226616,13.55708517226616,13.55708517226616,13.55708517226616,13.55708517226616
hm,7.656219544681321,7.656219544681321,7.656219544681321,7.656219544681321,7.656219544681321,7.656219544681321
