,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,"[-0.5, 0.0, 0.5, 1.0]",0.08790490729915319,[0.0],1.577820536825063,"[0.0, 0.5]",6.5076507261727095
kfold,"[-1.0, 0.0, 0.5]",0.08971906497826841,[0.0],1.6227483575818316,[-0.5],6.691662663130623
