c0,"c1,1","c1,2","c1,3",c2,"c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
0.07318082264834164,0.21982802583133643,-0.00467366008735325,6.577647109978775e-05,-1.4892707083100125,0.043148992302153716,0.025510023218703885,0.015116048865021561,0.03504776018105509,0.016795127048770866,0.008052563412143604,0.032146093810906974,0.014541787943521694,0.0067828360005805,0.051899391586602193,0.037426031009219776,0.02739050938328035,0.060713021646926504,0.049491817255349166,0.03939289846504313,0.024863840702135816,0.008623008129879867,0.0030521937322622833,6.762680391980092,6.798595105631915
