language to,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
ka,5.073235025533702,0.2807858917205633,-0.01037033327342734,7.744523660438219e-05,0.23188085178400392,0.05653363411341464,-0.002142566656621487,10.72978702629412,10.748229989323873
gu,-2.136610375296238,0.066568306822282,-0.00408880472526565,3.348817400654518e-05,14.166709288536888,-1.6945913812096056,0.04642392039706552,10.297893018345254,10.338961041811185
hi,8.649363432034303,0.07087845751218887,-0.004013580073135358,3.290151094662868e-05,0.9959396968187428,-0.03861098987992248,0.00047769023516059056,11.092485043068848,11.110574785874796
si,8.52932143237059,0.05010789745017354,-0.0032570964401056547,2.7201138699571735e-05,1.2607686682416337,-0.04933804153752734,0.000604819636140361,15.301913717427755,15.317146457539618
ta,7.10669581084946,0.04651747576086134,-0.0028059012229719018,2.346494082245704e-05,0.9966829384238205,-0.03716538457826845,0.00044906963646456504,12.218494885487528,12.230807302266664
