c0,"c1,1","c1,2",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
2.2942159166182337,22.974101369747068,-11.815308862728912,-3.6659675962505585,1.671722152239603,1.3795682086074903,1.204420105903539,2.663245735168636,-12.058842483319195,0.05554358749600908,12.909300171551097,12.952166669932424
