train set,language to,c0,c1,rmse,kfold rmse
gov,ka,0.6673554224595952,0.8956448413192835,11.600906345345303,12.05656553526364
gov,gu,5.902633856505068,0.869438900160188,12.283620587846585,12.694691304020546
gov,hi,5.004384127673263,0.728603402960828,12.559677737818634,12.648591769205396
gov,si,5.0052076263419,0.7511329768928926,17.87699015940804,18.315799630512373
gov,ta,2.94408474810392,0.7283783153093506,14.873284257672035,15.158787579178512
bible,ka,3.2859026387058306e-07,0.7551087866532655,10.404196987037444,10.406239026403115
bible,gu,0.6190136033000604,0.7813092373878813,10.530747011553567,10.848788376068123
bible,hi,1.1099756420827755,0.7793262019532657,12.32569966275618,12.079344380503102
bible,si,1.920893238379602,0.798148225122973,15.111345767550237,14.878218984629386
bible,ta,2.19557815704692e-08,0.7843770292295962,12.116273667691326,11.88498874423353
