c0,"c1,1","c1,2",c2,"c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
7.577176847801966,23.043336051146397,-11.951372487116155,-3.663860732788056,3.4477342771450576,1.5179950328989147,0.6345734310220497,2.9168380024888076,1.0517127079310438,0.33667798304263924,1.2687088246836782,-0.30519635074592394,-0.5203529925415996,2.291359767234483,-0.0931723345451203,-1.0140604301114222,1.8487782603026028,-3.307913266904884,-7.9478015277435,1.6989170900119535,0.2805642071294916,-0.008031762114574188,12.90795881888915,12.95266459595086
