train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.7177950454536886,2.585508963314823
1,bible,1.8968526348382035,-1.677978356784156,-5.172156853598791e-09,8.443798717065915,8.715377221112558
1,gov,3.0901184362224385,-1.009598453337448,-5.238854530595845e-09,9.642983877556421,9.660916540995698
10,flores,2.1548292518377195,-1.3374705264822327e-08,-0.7239823126121753,5.498801613449203,5.416386362698355
10,bible,1.6794484167762043,-2.782060669094559,-8.600516850458089e-09,13.162333153243324,13.611840062775027
10,gov,2.353408444777455,-2.5626943960249045,-7.948989373838981e-09,17.062059063082607,17.070170427387186
25,flores,2.8300586528327547,-1.4385321509181908e-07,-0.6729985596138629,6.541415711564825,6.4396422873244985
25,bible,1.33623498522042,-3.3535237902783113,1.8188282315785274e-09,15.033958979586949,15.504268767048801
25,gov,2.539644210100352,-2.611703603576934,-9.819069044418793e-10,18.9604381989009,18.966913649692906
50,flores,2.248033774237171,-2.0186885577123636e-08,-1.8380358631315346,1.8112040182838636,3.157455523573609
50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,7.488827537017576,-2.1166836537506257,-2.158565631188286e-09,7.1847692633143,6.726527131910695
