train set size,test set,c0,c1,rmse,kfold rmse
1,flores,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,6.268262184564845,2.4830313963694954e-10,8.811090366196355,9.034406672111547
1,gov,7.389975649521309,-5.279718559446423e-10,9.944798728685585,9.732005266838623
10,flores,4.548642612672193,-1.3704205573279485e-09,5.950740788297971,5.717421583042433
10,bible,12.339663015758566,2.050976118287817e-07,13.314731864500727,13.629795075714874
10,gov,15.584357598817212,1.1077850644787974e-09,17.121894368096218,16.95427106551169
25,flores,5.950732725275563,-2.1794174940887543e-09,6.940521371960913,6.716004501007862
25,bible,14.681283568902522,-4.599485458800486e-10,15.10054012811572,15.449393957273676
25,gov,17.583218653367688,6.4423912199192574e-09,18.982487691167254,18.826734495604093
50,flores,11.700801318649036,-1.8292114539550894e-09,4.234697240522517,3.575372664069005
50,bible,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.833749577054974,-1.8589173996731762e-09,5.893228417502869,5.610845156905209
