c0,c1,"c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
18.085026920248367,0.5951297047657744,18.508819315827452,-352.26525144922425,390.4931140363851,7.379327078099162,2.8135464296702244,0.7062167727372289,6.822951054227788,2.439749303870007,0.6173446837832188,2.2051106626462245,-1.4580626482615298,-1.875822324976373,5.7602384373831566,0.16739160871466718,-2.303392134758783,7.418245141877767,-2.355013094460193,-10.703568873366494,2.7300657373235557,-0.30858145127715175,-0.434231657523307,4.19700924770653,4.238071735444591
