c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
24.74167943481429,40.772920577186525,-74.6719071754506,44.58011672576111,50.22553135101953,-459.1581692549532,495.775318809419,0.0,0.0,0.0,0.0,0.0,0.0,4.396540176610195,4.450882117279179
