language to,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
ka,37.78391555416018,-5.369988405041532,-4.568315771072776,-68.65121116370193,5.065514143881485,4.270248725444366,4.28652451353727
gu,41.93249593478993,-59.16308689867031,61.88909127592984,9.08534970962207,-112.23899678118977,4.90051333129828,4.912792268731145
hi,47.406972932503884,-53.279789562367775,56.35819980499166,-38.277152385935494,-53.0633507404089,4.171966573982701,4.190983979051143
si,67.28678714533793,5.252715643010391,-27.470299172301193,-223.19061946660594,202.63244565596557,3.8829871558143663,3.89863225056747
ta,52.18245024698219,-3.0108830239592868,-19.487618414249525,-150.56410582499583,124.37969119387826,4.297822386487426,4.333086313412296
