c0,c1,c2,c3,c4,c5,rmse,kfold rmse
5.937881806014027,-0.03035847309102416,-4.9389444770297785e-09,-0.849077876104353,0.05249833193195881,-3.666164349350432,13.911878040614154,13.90518776820786
