language to,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
ka,16.62185979801501,161.35849024593236,-814.3030819479131,864.5739692302247,4.161202297348424,4.171034666313731
gu,-3.097363876303463,430.8619463741654,-1653.0722430214475,1647.5227776128254,4.341938807146821,4.349481781956801
hi,14.254590036935664,245.68080031810663,-1104.4165422405133,1147.8435454221753,4.2958142672850235,4.308205140434784
si,86.36512325283665,-528.7598381570756,1166.702557135314,-859.5225907635398,3.781040440890919,3.8029427792704853
ta,49.45920166209871,-211.41560240596445,328.80109933836684,-169.87096477354908,4.62490001634932,4.645039141818965
