language to,c0,c1,rmse,kfold rmse
ka,12.831280435756412,-11.811045245348335,11.210835280815056,11.264495516490369
gu,16.321777185840098,-13.018671422228472,11.649885039947396,11.710108366157465
hi,16.370442440791315,-10.181455652052275,12.490589822607966,12.535949176403154
si,21.293521075396924,-23.44377837058282,16.251506415710853,16.326601727316906
ta,17.363043740465407,-18.90241618007409,13.259577497585028,13.319490741799129
