c0,"c1,1","c1,2","c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
39.541273260632494,16.556886912976978,-7.967292265207942,-106.39530826293367,57.64892574100967,9.320420650320951,-13.917535851072875,0.8617512895289732,4.67019971960239,-26.97887993460991,5.291790624937913,4.334513776353637,4.384037346133377
