train set,c0,c1,c2,c3,rmse,kfold rmse
gov,6.975397594908554,-4.712919154092139e-10,5.937171497145311,0.0003350817079357752,14.745401737816861,15.060256904324461
bible,3.893706037287498,0.0017028895958469017,3.36997170705378,1.9651865728320033e-10,12.284180096578003,12.204983706690847
