language to,c0,c1,rmse,kfold rmse
ka,10.25559420332641,0.03092656621376124,11.182054013456764,11.187854189447835
gu,15.312175591319628,-0.012078652451715494,10.842078652664384,10.854459047250995
hi,15.275021090782914,-0.013967228341830385,11.789717463749511,11.802850199934694
si,16.55065063346383,-0.014720996808365305,16.011017020641763,16.022732462943917
ta,13.783654727538377,-0.01031549484324409,12.873202307551088,12.882951669233583
