c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
27.64784438881184,9.496133063576584,-2.2197586919644475e-06,-0.15070603469063637,-66.26631704310164,1.2170247225293999e-06,4.2430961156952943e-07,2.30568211012045,1.1655009631756089e-06,1.7355943028929477e-06,0.00011067348180520855,-5.024662697773519e-07,-8.755320670461494e-09,9.330205959197444e-07,1.013016788048187e-06,-1.1539980062203419e-07,10.530106413719398,0.9072042218653751,0.34888839739573385,1.1547446988075918e-06,-6.657606042084385e-08,-3.2639969524954346,-1.0758285704574433e-07,-1.854596267450176e-07,-3.746387725646529e-07,4.641133615823993,4.659772180094523
