train set,c0,c1,c2,c3,rmse,kfold rmse
gov,10.441116464096094,3.021207391026167,-0.11280792519147434,-4.462808447482342e-10,14.792986692249885,14.720346822475074
bible,7.040644746953161,-3.614473025182315e-10,1.0213040630915724e-06,3.004484758549616e-07,12.275298458166187,12.345910852919449
