,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[-0.5],0.27838821814150105,[0.5],2.0453948274424874,[0.0],5.640921910468181
kfold,[1.0],0.27928479986318516,[-1.0],2.1064198912947893,[-1.0],5.704603328035966
