,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[1.0],0.32614489723306767,"[0.0, 0.5]",2.856748714137618,"[-0.5, 0.5]",4.680540548330216
kfold,[0.0],0.3420218210434286,[-0.5],2.957934150635415,[1.0],4.830631895004876
