train set 1,train set 1 size,train set 2 size,language to,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
bible,1,1,gu,52.93451213846449,-168.0239514188048,78.6722530517114,137.80169231402505,3.2643173772713686e-09,7.342328609672566
bible,1,1,hi,42.986171932950896,-134.35250585505935,54.19046413523756,130.35294356427823,7.237174013040334e-10,7.381565536973651
bible,1,1,si,40.04639693113438,-111.67715619299916,30.51004145868908,90.15423213837913,4.351567843219672e-09,10.088608624655496
bible,1,1,ta,38.2098307526307,-115.38839890717225,38.319746457242125,98.71424834904317,3.3742445732960046e-09,10.328598528306204
bible,1,10,ka,48.10774651810012,-139.3348316564863,44.436988791457594,104.53422314534177,8.93317596328049e-09,7.457852197567726
bible,1,10,gu,59.028118644224,-161.95721474197205,66.89805105500291,120.16652201737051,1.1450675193427815e-08,7.280623225774562
bible,1,10,hi,50.9253220604608,-137.2067101177675,51.21939076798182,112.83209292390912,2.7319131199600246e-09,7.865150018473836
bible,1,10,si,57.869443598772435,-167.5980044229873,67.3968270309684,128.45215885003321,3.448650408975406e-09,18.465481794051133
bible,1,10,ta,47.926702801974514,-140.24114044352726,36.08647612139585,146.34236184692082,1.535628293326336e-08,16.0263054202017
bible,1,25,ka,53.197911919159424,-141.75919441025266,34.73319370457005,96.77236044381242,8.212576263931249e-09,7.189785011971089
bible,1,25,gu,63.022731373494466,-165.55151426811557,59.403699872196725,120.84095160479698,1.3021371862163957e-08,7.2595452023222125
bible,1,25,hi,52.26991910713921,-130.7379757794646,42.290041212823205,97.25092338196526,4.89434371999674e-10,7.228458426555346
bible,1,25,si,63.083311007350034,-180.61787684893454,70.44654950763099,140.35335378029546,6.022854487752002e-08,19.794863748073553
bible,1,25,ta,52.89239613119595,-164.629229568862,100.46332141645905,86.47263099347515,1.5264399043730887e-08,16.466236861200127
bible,1,50,hi,52.4573506540569,-118.16011044566285,26.625775805098677,78.01460853022864,2.981286541368565e-09,6.075688745958127
bible,1,50,si,66.52902823018015,-186.81722843160514,69.32419621294096,144.34637670843,2.8801771128785396e-08,20.368515175869515
bible,1,50,ta,53.091234241278094,-137.17580039708554,14.57044022229836,154.65787354644485,2.7461967399897943e-08,15.977255823540053
bible,10,1,ka,38.017875190194346,-114.82498080645297,39.613064155229566,89.39599647051347,1.2880344636757406e-08,5.540707484322707
bible,10,1,gu,53.5267867891853,-165.43349676437379,79.13961173426489,120.60766066795782,2.605210365263871e-09,6.955899978884489
bible,10,1,hi,40.187897815721634,-115.67737098578822,42.06814290523806,93.40605056937768,1.50811967696146e-10,5.8764240526526335
bible,10,1,si,40.94447872222511,-107.58615084404572,21.792260751645863,81.61495493636097,1.6788083828437892e-08,9.471987899238206
bible,10,1,ta,39.011523870779314,-112.17047391281089,31.106186625186353,90.50978931111432,9.000898313722317e-11,9.75820322709327
bible,10,10,ka,47.52283468571646,-123.69926561941732,20.39693582703009,108.32257306993351,2.8112806125458653e-09,6.72844031907959
bible,10,10,gu,60.3597553330735,-167.39521493795272,72.18151714197711,130.5571365794609,7.928996354907195e-09,7.69516823215117
bible,10,10,hi,50.889008951902355,-137.1754307138228,44.18460393951391,139.20993390481587,3.283139480683111e-09,8.404778993758828
bible,10,10,si,58.911144973031,-173.3894545520933,72.62470292288765,135.07409259112532,4.98285266045231e-09,19.319086536533547
bible,10,10,ta,48.472454837441354,-136.35112848467847,20.492129191976293,161.89321330419835,1.224202629156823e-08,16.29899726582621
bible,10,25,ka,53.327608844779476,-141.21597864541695,38.68703156371322,100.69584975105761,4.110887521820935e-09,7.362169745360835
bible,10,25,gu,63.760324161497,-171.30685421808184,69.59780915407819,130.22208893550967,1.8004973012126246e-09,8.002436823957645
bible,10,25,hi,53.30073586651407,-138.69089552108878,48.82885187504257,121.05102601918466,1.1245261181250422e-08,8.15223361790712
bible,10,25,si,63.17367126378668,-175.82691400816572,38.4826796256793,190.388267903325,1.1628322144385225e-08,21.22742161162424
bible,10,25,ta,53.18381876957017,-161.5669296125698,89.81868962624678,98.79049927755732,2.6247269277616775e-08,17.064873094187984
bible,10,50,hi,53.634643308397806,-129.04288231102421,42.29013002673291,96.92451443206623,1.8155794354254125e-09,7.1208200004215145
bible,10,50,si,67.28276419919527,-194.99281062635225,82.4245660481646,151.00887724190193,1.9320844096611206e-08,21.646311506976676
bible,10,50,ta,55.36465850540548,-162.69248361626012,93.14941464037724,89.02410680594761,1.0096577894875627e-09,16.467155088843693
