c0,c1,"c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
39.30216843551625,0.1941076302917315,4.256020838686388,-307.54203491154516,349.21128613996996,16.60588248023973,10.967308392014793,-3.0367265998122757,0.9072395635300784,-23.41872785811151,-1.7908326930981775,4.312667675927009,4.35993407895608
