c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
19.902023917090744,9.911351475456255,-6.193941774315256,1.3968932157960163,-2.839871673397719,-30.39776988840934,8.158358554416733,13.623087260041546,13.642850701458716
