language to,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
ka,25.53639923117318,-301.4932179564219,999.9999999999678,-871.1693423297395,9.340760818010581,9.35202145391476
gu,26.787807771119105,-226.624025183589,699.8683844869768,-553.0530155698137,9.325416333189095,9.351613774667648
hi,12.27403686930579,-44.92833498529089,3.4890572540107683,255.4077418059692,9.145702135748717,9.154859937422822
si,-11.217389201258905,249.34670798162233,-888.3426955232278,999.9999999999999,13.00089892448628,13.031631190113208
ta,-10.463366989491377,243.26670866960998,-885.1001227205815,999.9999999993331,10.144545279869826,10.16635722861427
