c0,"c1,1","c1,2",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
-1.296199773376123,0.2087678834852252,-0.0010506547206618805,-1.49282387835785,1.261410576758067,1.421279230355235,1.6195303540997161,0.844372612051284,-0.1033541046007484,1.6906095543393072,6.757790544902452,6.8017029097723425
