c0,c1,"c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
20.04377221597975,0.19403729097546332,2.9541079249944002,-303.30525621528665,345.2038162041139,7.852406071885088,2.6208845407569816,0.5222980923218908,6.828676453983083,1.945910079695923,0.23115755361889587,2.1626009241191726,-1.9524959985846029,-2.2232645503960313,6.714486341206691,0.17882688144987688,-2.7076451182827084,8.523514686018597,-1.7804185710333338,-11.092945669765207,1.2307603023735012,-1.520758264473157,-1.2429881011068131,4.3126554608328345,4.364531767223186
