train set size,test set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
1,flores,2.310169645871086,0.8404521315555322,-3.095905893837495e-09,0.10697640152186692,2.374047721727808,2.389235017842631
1,bible,6.454515157089546,3.511906808726883,1.4191882420454256,5.237871484039926e-09,8.385393183447096,8.447046765252063
1,gov,3.894054366378356,7.954467539937262,4.746991339410378,9.634665171137547e-09,9.557121340262487,9.645559194180342
10,flores,7.013177350949014,-7.977805934850177e-10,-0.015213713930288322,-0.008843971086044664,5.395003607685079,5.42913585742401
10,bible,12.145667322256802,4.699055486878077,-5.713066325238125e-09,0.03738413894565948,13.070044054563773,13.181024638108479
10,gov,8.312015403540835,17.58022254104073,1.7253913773310477e-08,0.005448042623576459,16.902032379332528,17.050433018508066
25,flores,8.39900704095003,-6.599469717361721e-09,3.565667853225182e-07,-2.254063448706213e-05,6.4751138768039604,6.5150660159157665
25,bible,14.099281487088291,5.317623047028277,5.608313472579275e-07,-0.019074603674932692,14.892654368565218,15.026943998079194
25,gov,11.126514744668125,12.16278455654974,6.519274252808505,6.427497637777065e-07,18.770680190040895,18.942217957635897
50,flores,25.583329848129363,-5.440154450802814e-09,-24.598586653131107,-18.263457263780623,1.3966665002906327,2.4345936871406697
50,bible,2.1169946690272377,1.2153768174552123e-07,-4.848464383420039e-09,-1.9676286644250676e-06,0.8744652202977978,0.9695667507104915
50,gov,9.179998460422912,42.86102991149849,27.261926391067956,-1.948255438716642e-09,3.5943320648973693,5.283043479557388
