c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
7.746586369879917,3.094066724775781,5.348013001099309e-07,-4.166257630367892e-11,-9.38154037311806e-05,13.972204944257031,13.899426677680529
