train set,c0,c1,c2,rmse,kfold rmse
gov,1.660409256533197,-2.016644161263425,-0.7416406416968369,14.527624232008911,14.562353409129821
bible,1.5021285138103213,-1.3264227391707035,-0.839264129900694,12.087227071924623,12.077876738558768
