train set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,15.112311434309786,-0.000446845400634087,4.682230394388916e-09,14.476835860169594,14.489331047353485
bible,9.466096918109846,0.02378901686816239,-1.7365039329448375e-09,12.018331763052931,12.028174329713579
