train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,c2,c3,c4,rmse,kfold rmse
cc_align,25,gov,1,flores,10.754942736636737,-6.7315503119138915,-1.0,-1.0,-1.0,2.277937138547354,2.6126414898419257
cc_align,25,gov,1,bible,-0.6001197450439025,3.4081823807090275,-1.0,-1.0,-1.0,0.7235485343203196,0.7947645858765985
cc_align,25,gov,1,gov,2.7232183012038096,36.807425763353834,-1.0,-1.0,-1.0,2.1307801192105,2.399439333578171
cc_align,25,gov,10,flores,23.68077546991162,-18.801405435332367,-1.0,-1.0,-1.0,3.314614370258498,3.806081651450985
cc_align,25,gov,10,bible,2.0558719070060425,1.2061324780699902,-1.0,-1.0,-1.0,0.9209961349632763,0.9254029501980308
cc_align,25,gov,10,gov,13.29047679504816,40.76354787044259,-1.0,-1.0,-1.0,3.2652461786057634,3.5424162174591065
cc_align,25,gov,25,flores,27.45686848134337,-22.726354648383282,-1.0,-1.0,-1.0,3.3751149959897058,3.874265772188076
cc_align,25,gov,25,bible,0.9488308792069476,4.1404258716007,-1.0,-1.0,-1.0,1.0382634402031266,1.0434432043662814
cc_align,25,gov,25,gov,13.29211242940476,47.46405466186689,-1.0,-1.0,-1.0,3.619164142543958,3.9222264713157116
cc_align,25,gov,50,flores,48.81558363337523,-61.736793722407455,-1.0,-1.0,-1.0,0.5325764854455435,0.9242241420107501
cc_align,25,gov,50,bible,6.422110767237064,-5.802972501206124,-1.0,-1.0,-1.0,0.504727693050433,0.875895819802856
cc_align,25,gov,50,gov,12.798078190885425,55.701726914674985,-1.0,-1.0,-1.0,4.591701956616204,7.968361141252786
cc_align,25,bible,1,flores,1.0085373507304842,1.294766431280783,-1.0,-1.0,-1.0,0.6809263554611076,0.7097963056614617
cc_align,25,bible,1,bible,11.667145322132095,12.270253833747654,-1.0,-1.0,-1.0,2.639624295539231,2.706321924733316
cc_align,25,bible,1,gov,2.1743083996109607,-2.1988958038837803,-1.0,-1.0,-1.0,0.4811350220153613,0.521889869227808
cc_align,25,bible,10,flores,1.6238322667417013,2.277279820846534,-1.0,-1.0,-1.0,0.9428519358168864,1.0089113107951866
cc_align,25,bible,10,bible,20.955854990693112,12.815694361223432,-1.0,-1.0,-1.0,3.4737072291390683,3.5168166903135085
cc_align,25,bible,10,gov,-0.3566227884915346,3.8510365576124697,-1.0,-1.0,-1.0,0.8564967473838574,0.9624361420078453
cc_align,25,bible,25,flores,0.7309522756722839,4.398605034068145,-1.0,-1.0,-1.0,1.0017342460468093,1.0411131946953767
cc_align,25,bible,25,bible,25.63924886862668,11.536039876716092,-1.0,-1.0,-1.0,3.4783951155995556,3.5082219775769428
cc_align,25,bible,25,gov,-0.5024881362455038,4.760821671807613,-1.0,-1.0,-1.0,0.9119733490814482,1.010079907772407
cc_align,100,gov,1,flores,14.564921936369633,-11.506395363166279,-1.0,-1.0,-1.0,2.0665742194378987,2.347447140040357
cc_align,100,gov,1,bible,0.06651541627256198,2.6467570191576684,-1.0,-1.0,-1.0,0.70672138029568,0.7834162514848098
cc_align,100,gov,1,gov,8.458069020789937,29.102348242347897,-1.0,-1.0,-1.0,1.8455290849710957,2.022398303665198
cc_align,100,gov,10,flores,23.521514772308002,-15.956577625461643,-1.0,-1.0,-1.0,3.185057017708823,3.6458217279388996
cc_align,100,gov,10,bible,0.03534409297665123,6.000734358822445,-1.0,-1.0,-1.0,0.886076489292932,0.8985765112960764
cc_align,100,gov,10,gov,12.675890709720742,43.000408069227596,-1.0,-1.0,-1.0,3.271904615715912,3.509476905313134
cc_align,100,gov,25,flores,27.538237153748344,-20.332107862811082,-1.0,-1.0,-1.0,3.078739340936817,3.4351017092600795
cc_align,100,gov,25,bible,-0.051585245530490584,6.949963661840123,-1.0,-1.0,-1.0,0.9106385972826522,0.9110578068525478
cc_align,100,gov,25,gov,12.991253133219873,48.85131297493746,-1.0,-1.0,-1.0,3.7432554977217833,3.9827829929234944
cc_align,100,gov,50,flores,52.47889114416504,-65.50984410806204,-1.0,-1.0,-1.0,0.797228503151579,1.3834967291971274
cc_align,100,gov,50,bible,6.8565782286493775,-4.875745217197735,-1.0,-1.0,-1.0,0.32249768961904535,0.5596569868906424
cc_align,100,gov,50,gov,11.615966314926496,58.14668807993001,-1.0,-1.0,-1.0,4.752950770241175,8.24818960835408
cc_align,100,bible,1,flores,1.5265354729315734,0.6993133887441014,-1.0,-1.0,-1.0,0.6772996335401978,0.7014204237856613
cc_align,100,bible,1,bible,14.332125046520229,8.553370874228534,-1.0,-1.0,-1.0,2.6755298402233145,2.7379532995750218
cc_align,100,bible,1,gov,2.140053595412415,-1.7228049486589516,-1.0,-1.0,-1.0,0.553093577073903,0.5979813060265483
cc_align,100,bible,10,flores,0.8668190108651788,4.668494259077045,-1.0,-1.0,-1.0,0.9580942952887066,0.99846209181052
cc_align,100,bible,10,bible,20.324095398467517,14.822569537341959,-1.0,-1.0,-1.0,3.559969883218669,3.6065382629000187
cc_align,100,bible,10,gov,-0.9906717953771564,5.899649172299424,-1.0,-1.0,-1.0,0.8533711732677287,0.9308758207287275
