train set,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
gov,flores,8.394698741121754,9.833937081187389e-08,-3.219016732106327e-07,1.891036080449711e-06,-1.7015967396075018e-07,-9.573324571433008e-10,3.98957621976171e-06,5.7747415575457675,5.785454565692307
gov,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,23.90013517478031,0.037663964727825835,-0.018054622166635555,-0.022944904783496117,9.736422333924736,-2.98068544042174e-09,-2.4497785650596205e-05,9.790155403106901,10.441861692604313
bible,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,22.934061679510243,0.0160235241594539,0.026754962457206117,0.02902352758841578,0.0029024147641553686,3.23968515723374e-06,-6.879243638797137e-10,7.547687492770673,7.638561145432649
bible,gov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
