train set size,test set,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
1,flores,3.2088581143901522,1.999679042621829,2.045164501822781,0.3451737724272582,-4.023644492607092,-7.60457035931791,-0.6709771205331294,1.9336493996759228,2.1131307802264527
1,bible,15.957247081223773,1.0952790602490652,-2.0680730513256025,0.42808571880706514,-0.14404946380347383,-3.9334246442094436,1.4510471337317248,8.257481456295647,9.03024277715417
1,gov,17.224834957386477,1.0972303723547607,-2.7116889164194826,1.0181219082614992,-0.5316827079984247,-4.416262055592586,1.59639154576931,9.419633750962817,10.308297737472405
10,flores,0.2063984862144314,-0.21618349143564847,-0.14986889258418504,-0.6023009127720789,-1.0228475100644514,-1.2047124086982823,-2.3398149945302005,4.971619456010702,5.441173593568057
10,bible,21.843637638919038,0.660282532777775,-0.7983319085912545,-0.027513019074170537,0.20172526597788293,-1.9482618127521703,0.6721730094665407,12.975669539575962,14.205141256063209
10,gov,24.768937951628413,0.53487422445284,-0.6732280706411087,-0.0006403092225613738,0.5824743898589944,-1.1569443289337669,0.35535329802925153,16.84818981381821,18.452240665970468
25,flores,0.3118005798073497,-0.2466081648636549,-0.1826936762681042,-0.5127357538619094,-0.9143296918223025,-0.9709882265054218,-2.199624209126805,6.039412223638116,6.610288548317085
25,bible,19.020314662199414,0.5011054703770936,-1.5239003519237275,0.11323795975043573,0.31557180443407423,-1.8390907826889518,0.846167811354316,14.807751348541037,16.21373388792118
25,gov,18.335895797718237,0.45248456385405433,-1.335444482574347,-0.0025090036863007286,0.9057544691086588,-1.0766567306092996,0.3497077588415298,18.699665772422634,20.468402412680245
50,flores,7.465223603945475,-0.47878434412256843,0.0711945095657054,-0.5247684752693412,-0.9177558171197082,-0.022774948077877867,0.42713900564995666,1.812003757181049e-05,1.8824161430543418
50,bible,0.6577139244094535,-1.0059423182556395,-0.0038961711536838867,-0.4371000525553168,-1.9873686480911017,0.17531446597161157,0.6056110032731811,9.503935600779884e-07,0.5433902470593096
50,gov,49.666809081252055,0.4251284443502974,0.008753170119172723,-0.25026815198936936,0.9558445951419494,-0.21683314841014933,-0.23209889691179014,2.8817791127324713e-07,7.232264532800079
