train set,test set,c0,c1,c2,c3,rmse,kfold rmse
gov,flores,8.400520246109416,-2.565441086602619e-07,1.317266250489424e-10,-1.132107951701909e-06,5.772218973994612,5.809074442839948
gov,bible,0.0,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,26.223900527459396,8.34965206741795,-1.606246557137861e-09,-0.08068973390447648,9.819283434792274,10.207667312046791
bible,flores,0.0,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,22.53866495141398,-7.095124834064802e-10,-0.013614771635969499,0.3286330903972588,7.674055262133353,7.581911498258245
bible,gov,0.0,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
