c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2",rmse,kfold rmse
3.7419116774685657,-0.00012367184749257268,0.00022972446182689733,1.2663937535523924,6.969785565677968e-05,3.1309502723822407,2.581070007873687,-2.9470591290527566e-09,1.7222817551755304e-06,14.022693003447808,13.962557470465244
