,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[0.0],0.11785113019805638,[1.0],1.8985073170230582,[-0.5],5.374011537024865
kfold,[-1.0],0.28867475425891354,[0.0],2.833225662453107,[0.0],13.163585490004962
