train set,train set size,test set,c0,c1,rmse,kfold rmse
gov,1,flores,2.203902209618952,1.4902906864573552e-09,3.2663870889130657,2.941523709856756
gov,1,bible,0.0,0.0,1.1410521460476728,1.1410521460476728
gov,1,gov,8.909498883863009,8.065698480146304,4.829210358258766,4.594046736781258
gov,10,flores,9.359889008146753,1.0142667937515065e-09,4.240913878797365,3.677221529793513
gov,10,bible,0.0,0.0,2.3958297101421877,2.3958297101421877
gov,10,gov,32.249106535967464,-4.757287421532833e-10,4.517851922085374,4.521309470967862
gov,25,flores,11.79677276611718,3.7676834429690056e-09,4.616927276697761,4.2481441313070425
gov,25,bible,0.0,0.0,2.874369496080836,2.616989430261742
gov,25,gov,36.8052162926675,8.347363591952708e-09,4.79702586833937,5.064183898161835
gov,50,flores,11.722069839329862,2.9860554131578695e-09,4.222180068944335,3.573284644890307
gov,50,bible,0.0,0.0,2.335950912726264,2.335950912726264
gov,50,gov,39.885894372324444,2.6546736450465914e-10,5.871301362466487,5.612357845178619
bible,1,flores,-1.065575641677069e-17,-1.1319810689476696e-17,1.2473972903610142,1.2473972903610142
bible,1,bible,14.65484593167627,-8.688444440323301e-10,3.8667239066918833,3.757663779500149
bible,1,gov,0.0,0.0,0.74565407529229,0.74565407529229
bible,10,flores,0.0,0.0,2.4240462041801103,2.4240462041801103
bible,10,bible,25.125500812837114,9.615992895304426e-09,4.373226053895484,4.228490275110976
bible,10,gov,0.0,0.0,1.4676511847165867,1.4676511847165867
bible,25,flores,0.0,0.0,2.7542694131112158,2.5249398003412935
bible,25,bible,29.28706522275263,0.024549020361055652,4.469916841456888,4.416306405077092
bible,25,gov,0.0,0.0,1.6792855623746665,1.6792855623746665
