train set size,c0,c1,c2,rmse,kfold rmse
1,2.2862080188516467,-1.64289728605197,-9.61037829854485e-09,8.338578971748987,8.330466545228195
10,3.670932653728141,-2.008710416154997,-6.341754717713375e-09,13.864561018983686,13.83904900291159
25,4.301199646806781,-1.9788285534653955,-4.427221246245033e-09,15.52919730261521,15.55953701081392
50,5.520115990709173,-2.081462109393735,0.03295342784918869,17.589714690744366,18.085098669916196
