language to,c0,c1,rmse,kfold rmse
ka,13.540866457199769,-14.499299264265286,11.203255438530098,11.261447020497101
gu,17.036480777402083,-15.690807649863237,11.642614740158796,11.704155340275587
hi,16.95927625060257,-12.03579309858327,12.485699003815663,12.53611691305718
si,21.839658140642165,-25.104135800297442,16.24811149426595,16.32922542477767
ta,17.8951116360665,-20.53272870072788,13.255499819110696,13.321680065885698
