train set,train set size,test set,c0,c1,c2,c3,rmse,kfold rmse
gov,1,flores,999.9999999999833,-9.469980585357755,2.532109873686109,-2.8979525620060143,1.6619223629449569,1.6886780376494275
gov,1,bible,987.0441218875127,353.78809938635436,142.87494687291428,-375.6915759234938,0.1612451107437168,0.16124511146320417
gov,1,gov,54.41083336449647,-5.813141812272714,0.9397487051057887,1.9651081030983453,2.903823422247506,2.915590395783457
gov,10,flores,999.9999999999989,-8.055921876497214,0.8568578400953075,-1.3662661831797582,2.1041225992588513,2.1845468509636103
gov,10,bible,999.9999999998292,-3.2651432083038614,4.720909866767106,-10.125369983389088,0.7411688796793682,0.7643951488751102
gov,10,gov,16.513940006342263,-0.7850071507057477,-0.19388347636780726,1.773225978287762,1.4178069746766364,1.4254365305889194
gov,25,flores,999.999999999971,-8.044610626462047,0.8739234635993484,-1.1083110965360887,2.374238393805035,2.466515614216757
gov,25,bible,999.9999999998903,-4.4457127023212415,4.6360158008426025,-8.908158151061535,0.7909664029223309,0.8143061559400776
gov,25,gov,22.01621113236856,-1.4999274919147274,-0.24504437439921314,2.044529803998832,1.4509574483328709,1.458912352171446
gov,50,flores,9.108618785601333,6.219841559675646,-1.8118204343043278,-2.6375558252103866,5.127900497022838e-15,2.5121479338940403e-15
gov,50,bible,7.107824567230709,5.428353212550507,-1.7083345397018697,-4.565407109514544,3.6259732146947156e-16,7.364386412590295e-16
gov,50,gov,4.755939607100908,3.22946942112176,-0.6980881011944728,1.305682445515064,1.2972676148241318e-14,1.0189952473779799e-13
bible,1,flores,999.9999999999872,-12.368233723500115,3.9570841932810845,-3.890609599286931,0.3086087299891733,2.4571582632271602
bible,1,bible,6.75439319052518,-0.19803098227163443,-0.4326390351740993,1.7797366615895895,2.2788596738638955,18.67554277389339
bible,1,gov,999.9999999999999,9.452408822332636,10.38573290407155,-25.308085434929747,0.22100235016311826,2.581788754208567
bible,10,flores,999.9999999999906,-14.321745922106324,2.7273328487708035,-0.5630478004062559,0.3915424830515225,2.125793846803596
bible,10,bible,5.203421184639417,2.2327959912991684,-0.6928795972851098,1.318085984806241,1.8025331234941995,35.48894675955673
bible,10,gov,999.9999999999981,-9.508582433753388,4.162679873389695,-5.842631040242194,0.3838019620429162,5.320303547033836
bible,25,flores,999.9999999999773,-13.674391902685834,2.356166115773764,-0.6010045333003428,0.35173372757062593,0.3623480994437232
bible,25,bible,3.8974717635993863,3.6901242080553374,-0.6954126774890614,0.9121037588898988,1.988899067125879,2.000535675469778
bible,25,gov,999.9999999997247,-12.037028848013753,3.7869210025273556,-3.603827206831936,0.4492793187118432,0.4617277573325347
