language to,c0,c1,rmse,loo rmse
ka,32.71559053706651,-60.72074978809126,4.390275242209854,4.394384204549011
gu,34.992932704634576,-55.56856671273487,5.5001092147100055,5.503887607518799
hi,37.25309172697548,-63.64039233211881,4.6593786981126275,4.660791626933458
si,45.30972618704935,-76.60512009611172,6.281468530195559,6.284351176210215
ta,35.3607357846631,-58.27970225295395,5.604223777784812,5.606947057993967
