c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2",rmse,kfold rmse
3.932479738342712,0.560214708359995,-5.27357285678331e-10,0.0024280866260789264,0.06813781181580528,3.3393140994672303,2.8054509188405534,14.017747467672082,13.945332745142178
