train set size,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
1,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,5.7811987330595835,0.044639705934244905,-0.018544793118753983,-0.00365169547240717,-6.23408486919922e-08,0.009186777082205834,0.0011570603241634581,8.961485559915305,9.032965701032555
1,gov,5.987711038429156,-3.163820712969069e-09,-0.0043480754200928085,0.007263525306211859,1.604197427741782,0.0034106648226649807,0.005433456194602404,10.019882766615623,9.723066521885837
10,flores,4.9280670741592205,-5.910002421970926e-09,6.686834156622863e-08,1.0705061980232224e-07,-4.359646176685759e-09,6.364791229424977e-07,2.5220547836625987e-07,5.800822047625584,5.918412455690409
10,bible,10.905242924200426,-4.2758037397077923e-10,0.005131457527988338,-0.01175273869552221,3.0782204132032045,0.034994445809049986,0.06412813889638856,13.190669951692822,13.863841639151188
10,gov,13.216350869286424,3.4420651647065624e-09,0.074848347044205,0.12237208248625751,3.889361818262294,0.02556464535960987,0.00012467397473145964,17.05612021852774,16.94265357234812
25,flores,4.793426831054868,-1.0021003384953278e-09,-0.0016580195312609078,-0.026807069169068994,1.158789817493656,-2.600231812433836e-07,0.03371844414617055,7.093407192902039,6.795565281840759
25,bible,8.363946064052858,2.8498173358714673,0.019065511055969885,-5.116205921612668e-10,4.380621740900983,1.7219895014686004,-0.04360652781359583,15.263155389230098,15.799629723203147
25,gov,17.53957745238246,-2.2588960296089835e-09,8.270087128462285e-07,-2.7354584536734215e-05,0.003979166898594788,6.88400816659122e-06,1.1331574007379011e-05,18.987782202510225,18.810948711353866
50,flores,9.94620859985189,-0.002142586712698547,0.007593211230349998,-0.020601262111363417,2.0039829088535175,-7.001817641723989e-09,-0.009640377444041026,4.570172638484281,3.612250367905944
50,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,24.2989988528744,6.84288794266922,0.02395635629415973,-9.6554324742419e-10,12.901244649103214,4.875607339081686,-0.6565655258747497,4.867822976604048,4.2978820429438835
