train set 1,train set 2,test set,language to,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
gov,bible,flores,gu,2.7484567907056165,0.032716049328726744,-0.0006172839489769862,0.3502777777237886,-0.008611111109470819,0.044444444444444633,0.050917507721731925
gov,bible,flores,hi,2.212720567446656,0.009666506783143536,-4.3276274192305156e-05,0.16884259259259266,-0.004490740740740743,0.07644940160578637,0.08694748763086095
gov,bible,flores,si,0.9090105232084349,-0.012060065178048987,0.00025493484462950074,0.20025462962962964,-0.005578703703703705,0.09145194860835348,0.09267152657700306
gov,bible,flores,ta,1.012994458470303,0.0004850933795938189,9.638368468150526e-05,0.1523379628945398,-0.0034953703682915455,0.07687404103167453,0.07687853336372867
gov,bible,bible,ka,12.02592593091648,0.30543209891349904,-0.00790123457239979,1.351604936529832,-0.030617283888624364,0.4394159985174471,0.4660462145522746
gov,bible,bible,gu,15.131481480444938,0.059722223032911186,-0.0013888889135193108,1.181203702303857,-0.02657407402092968,0.30388431847060776,0.31972210192253925
gov,bible,bible,hi,17.04562638462203,0.05071673732265364,-0.0007142994818200725,1.3712731479408555,-0.0312268518455816,0.17378097965718875,0.17551655737761523
gov,bible,bible,si,20.01417379970258,0.037725963043093266,-0.00033300562880714474,1.8387268511250923,-0.04543981478924476,0.29132147360180316,0.2965068716049293
gov,bible,bible,ta,15.034226824044637,0.04315298851877875,-0.0005286645138004622,1.4471759256843213,-0.03282407406163752,0.18302852038341774,0.20623864065070546
gov,bible,gov,ka,0.6095679012064896,0.10966049383122166,-0.0025617283951870134,0.16611111111109553,-0.004999999999981832,0.07027283689263061,0.07136240321480625
gov,bible,gov,gu,4.36851852070206,-0.19577160514093597,0.005339506178998539,0.8448456788099483,-0.022932098759280692,0.13608276348795395,0.17612074979719594
gov,bible,gov,hi,3.1077823293272466,-0.08398815836045269,0.0013966959664824371,0.3036805556658256,-0.007152777781127027,0.24433988379659238,0.24449721936086632
gov,bible,gov,si,1.8010219694323868,-0.09997435060075374,0.0015525483846094514,0.7164814814814814,-0.020185185185185184,0.14848032544091247,0.1487019701463085
gov,bible,gov,ta,2.083717819188744,-0.11964544978296658,0.0019603477523324844,0.6750694444444445,-0.01743055555555556,0.1786949291751649,0.1787989184558466
bible,gov,flores,ka,1.6410493740123129,0.3000308657953018,-0.007746913628796026,1.093333332490686,-0.02666666662935913,0.37908271353848855,0.4309496400077203
bible,gov,flores,gu,6.855864186639694,0.07287037138040803,-0.001574074104760901,1.2830864207631298,-0.0324691358331562,0.11758894715842712,0.15396007156150449
bible,gov,flores,hi,7.252614487064796,0.02377314776513865,-0.00039351850688196797,0.6208007101051859,-0.007902305494861803,1.2007056069613995,1.2074601083666583
bible,gov,flores,si,4.450555681868649,-0.000833333483369001,0.0008333333378916995,0.4342447203691482,-0.005687312050694136,0.76072558861078,0.7609393940594732
bible,gov,flores,ta,2.987992274942208,0.0650462962962962,-0.0016203703703703675,0.3555774856785185,-0.004056210964607912,0.5031475374569371,0.5037392463255171
bible,gov,bible,ka,-0.2070987654320997,0.2118827160493827,-0.004783950617283949,0.3655555555555558,-0.010000000000000009,0.30020569080236187,0.30026994028519927
bible,gov,bible,gu,4.716666654002032,0.13259259376710483,-0.0029629629986468505,0.7290740752485864,-0.019814814850498703,0.5406900026931748,0.6030593304800892
bible,gov,bible,hi,4.549686817709252,0.16983796310343274,-0.004328703707972627,0.4011853833117505,-0.005909090910133431,1.3332366832171754,1.3743409837954355
bible,gov,bible,si,2.019073191524403,0.10831019211401868,-0.0025231483589408217,0.5890191688299354,-0.008417572722561922,1.3123286944953079,1.3464340259801921
bible,gov,bible,ta,2.8100101443128933,0.03134259277828197,-0.00032407408047102865,0.41257312116934003,-0.005686733749156443,1.0624169623780195,1.0993349634605831
bible,gov,gov,ka,11.63672837265103,0.41274691594354507,-0.010586419824887849,2.125000001481807,-0.05277777781856514,1.380195012164924,1.5059680664497634
bible,gov,gov,gu,20.504320988745334,0.08265432044730123,-0.0017901234403731737,1.7129629637812307,-0.042592592623976876,0.2901681079377908,0.3517153736809757
bible,gov,gov,hi,20.65537256434402,0.001759264117203369,9.259244499913674e-05,0.9748898187976177,-0.013381717979106778,1.9985719329836167,1.9995280941473155
bible,gov,gov,si,23.524593131485837,0.07842592757611039,-0.0015740741242098147,1.5175105657791204,-0.020338403171374003,2.8266681403618485,2.8274979431832152
bible,gov,gov,ta,20.841126484530275,0.10831018769334773,-0.0025231482243508294,1.118332053669454,-0.01483701511574571,2.0109283659054586,2.012627134340608
