train set,train set size,test set,c0,c1,c2,c3,c4,c5,rmse,kfold rmse
gov,1,flores,25.26149604270945,-35.23303291926254,0.5,0.5,0.5,0.5,1.9256393979780495,1.927011423298567
gov,1,bible,5.1977621506433636,-7.465183610918148,0.5,0.5,0.5,0.5,0.7581630367774721,0.7593880053481716
gov,1,gov,4.286400729858786,25.329110229940465,0.5,0.5,0.5,0.5,3.6600624823595607,3.6655511956234905
gov,10,flores,59.10699496837338,-80.60208170564178,0.5,0.5,0.5,0.5,2.3345144315781328,2.344284284264779
gov,10,bible,15.764668308436054,-23.404001127167373,0.5,0.5,0.5,0.5,1.0198825481159823,1.020137867543176
gov,10,gov,5.006935451381045,50.73643674672899,0.5,0.5,0.5,0.5,3.4024680149008373,3.476447731036654
gov,25,flores,65.6531108462528,-87.60404032984172,0.5,0.5,0.5,0.5,2.758160825808535,2.771284142139313
gov,25,bible,16.073474514986874,-23.146178689236155,0.5,0.5,0.5,0.5,1.2188102408211916,1.218902517829051
gov,25,gov,4.884844629871664,57.45869290891094,0.5,0.5,0.5,0.5,4.07637784756764,4.181251450177214
gov,50,flores,63.54692140926142,-83.42204757802119,0.5,0.5,0.5,0.5,0.9548450034148068,1.0099348258384027
gov,50,bible,13.986522406225953,-19.981725763831545,0.5,0.5,0.5,0.5,0.3794025264283423,0.401289929011414
gov,50,gov,8.169298590693888,57.755040539840344,0.5,0.5,0.5,0.5,4.828925654817486,5.10744939879666
bible,1,flores,4.9973498137431465,-6.364688116784841,0.5,0.5,0.5,0.5,0.5707011043733341,0.5907540790007341
bible,1,bible,15.420757933226207,2.5236455426706126,0.5,0.5,0.5,0.5,2.8044194265458238,2.9009107810876436
bible,1,gov,4.703561660474255,-6.7733614029275735,0.5,0.5,0.5,0.5,0.3577241788151249,0.3708254665327705
bible,10,flores,8.336653829606112,-9.900686097500097,0.5,0.5,0.5,0.5,0.8973633309464052,1.0036634244455942
bible,10,bible,17.975051988078715,15.738113005867973,0.5,0.5,0.5,0.5,3.381387746813636,3.5585437371726663
bible,10,gov,8.05704426105533,-11.215002270580394,0.5,0.5,0.5,0.5,0.6720661023332657,0.7100405295408732
bible,25,flores,7.913602958786791,-9.026921937120768,0.5,0.5,0.5,0.5,0.8009332810115867,0.8024703960337581
bible,25,bible,20.738415038464144,18.79456707906758,0.5,0.5,0.5,0.5,3.691510693984213,3.7102233102897135
bible,25,gov,7.573163943273327,-10.390372732668231,0.5,0.5,0.5,0.5,0.723537776362639,0.7250939315495692
