train set,c0,c1,c2,rmse,kfold rmse
gov,12.67732554114405,-0.0008693703882742107,-4.631843724741226e-09,14.688838629255612,15.064548879586273
bible,7.039968598344397,-1.3678594668446158e-07,-2.037053185329888e-09,12.275436225735143,12.23637112188787
