train set,train set size,test set,c0,c1,rmse,kfold rmse
gov,1,flores,0.0041102790336113755,-9.608627020337813,1.8807862190192528,1.9826394904093754
gov,1,bible,4.72800284315144e-06,-16.48141883183054,0.6937025335387478,0.7276703942347582
gov,1,gov,93.3722183461403,2.182907164497196,3.5493396948743463,3.7784365607961563
gov,10,flores,0.01610737551806397,-9.037287931051898,1.817697072546293,1.9330645666092123
gov,10,bible,5.9876805948654356e-06,-17.381240553319262,0.855712838265455,0.8963442350762616
gov,10,gov,251.10388239858477,2.724444209351253,2.581700912489272,2.9674104910621213
gov,25,flores,0.03452397686905032,-8.2531865658537,2.158723684913776,2.296396998169275
gov,25,bible,5.947337543874269e-05,-14.542548359729613,1.042861888961784,1.090765643260864
gov,25,gov,301.4145494016639,2.8325595388141886,3.149816247559905,3.6372557255406632
gov,50,flores,0.07716898547647091,-7.260879201935282,0.24767754165937306,3.4898214358222113
gov,50,bible,0.0003993875870370349,-11.930786330981036,0.0755536934463295,0.6069999263691246
gov,50,gov,340.1832000352006,2.9218484974524386,3.8084102036878034,34.270077237802944
bible,1,flores,0.002494263429306139,-8.36443663915998,0.48678251547038565,0.5100931948533379
bible,1,bible,112.4979049592224,2.601937579112706,2.7877430651087196,3.124577207158743
bible,1,gov,1.442870922950287e-05,-14.610055465745903,0.298677486853869,0.3206825174513024
bible,10,flores,0.01265378037941196,-7.119514585884375,0.6858324805161314,0.7217679927925849
bible,10,bible,177.13486736645606,2.559268532528347,2.9523294559202538,3.382188703808987
bible,10,gov,0.00014471623154811033,-12.444899007303126,0.5276750366091879,0.5515206931884318
bible,25,flores,0.022972179258451835,-6.494552752172186,0.7020325410034993,0.7405549713746173
bible,25,bible,187.9494324732947,2.4493421056078772,3.0070890922731137,3.432828749499207
bible,25,gov,0.00037810287423146094,-11.317817424134748,0.6457250887268265,0.6777288859817192
