c0,"c1,1","c1,2","c1,3","c2,1","c2,2",rmse,kfold rmse
37.649930583589125,36.10661730124604,-66.16131910535326,40.41029489255913,-110.1355927224566,64.03901025815809,4.567631867320799,4.617138694152386
