model,pareto,rawlsian,cc_align-25-gov-1-flores,cc_align-25-gov-1-bible,cc_align-25-gov-1-gov,cc_align-25-gov-10-flores,cc_align-25-gov-10-bible,cc_align-25-gov-10-gov,cc_align-25-gov-25-flores,cc_align-25-gov-25-bible,cc_align-25-gov-25-gov,cc_align-25-gov-50-flores,cc_align-25-gov-50-bible,cc_align-25-gov-50-gov,cc_align-25-bible-1-flores,cc_align-25-bible-1-bible,cc_align-25-bible-1-gov,cc_align-25-bible-10-flores,cc_align-25-bible-10-bible,cc_align-25-bible-10-gov,cc_align-25-bible-25-flores,cc_align-25-bible-25-bible,cc_align-25-bible-25-gov,cc_align-100-gov-1-flores,cc_align-100-gov-1-bible,cc_align-100-gov-1-gov,cc_align-100-gov-10-flores,cc_align-100-gov-10-bible,cc_align-100-gov-10-gov,cc_align-100-gov-25-flores,cc_align-100-gov-25-bible,cc_align-100-gov-25-gov,cc_align-100-gov-50-flores,cc_align-100-gov-50-bible,cc_align-100-gov-50-gov,cc_align-100-bible-1-flores,cc_align-100-bible-1-bible,cc_align-100-bible-1-gov,cc_align-100-bible-10-flores,cc_align-100-bible-10-bible,cc_align-100-bible-10-gov,cc_align-100-bible-25-flores,cc_align-100-bible-25-bible,cc_align-100-bible-25-gov,gov-25-bible-1-flores,gov-25-bible-1-bible,gov-25-bible-1-gov,gov-25-bible-10-flores,gov-25-bible-10-bible,gov-25-bible-10-gov,gov-25-bible-25-flores,gov-25-bible-25-bible,gov-25-bible-25-gov,gov-1-bible-1-flores,gov-1-bible-1-bible,gov-1-bible-1-gov,gov-1-bible-10-flores,gov-1-bible-10-bible,gov-1-bible-10-gov,gov-1-bible-25-flores,gov-1-bible-25-bible,gov-1-bible-25-gov,gov-10-bible-1-flores,gov-10-bible-1-bible,gov-10-bible-1-gov,gov-10-bible-10-flores,gov-10-bible-10-bible,gov-10-bible-10-gov,gov-10-bible-25-flores,gov-10-bible-25-bible,gov-10-bible-25-gov,gov-50-bible-1-flores,gov-50-bible-1-bible,gov-50-bible-1-gov,gov-50-bible-10-flores,gov-50-bible-10-bible,gov-50-bible-10-gov,gov-50-bible-25-flores,gov-50-bible-25-bible,gov-50-bible-25-gov,bible-25-gov-1-flores,bible-25-gov-1-bible,bible-25-gov-1-gov,bible-25-gov-10-flores,bible-25-gov-10-bible,bible-25-gov-10-gov,bible-25-gov-25-flores,bible-25-gov-25-bible,bible-25-gov-25-gov,bible-25-gov-50-flores,bible-25-gov-50-bible,bible-25-gov-50-gov,bible-1-gov-1-flores,bible-1-gov-1-bible,bible-1-gov-1-gov,bible-1-gov-10-flores,bible-1-gov-10-bible,bible-1-gov-10-gov,bible-1-gov-25-flores,bible-1-gov-25-bible,bible-1-gov-25-gov,bible-1-gov-50-flores,bible-1-gov-50-bible,bible-1-gov-50-gov,bible-10-gov-1-flores,bible-10-gov-1-bible,bible-10-gov-1-gov,bible-10-gov-10-flores,bible-10-gov-10-bible,bible-10-gov-10-gov,bible-10-gov-25-flores,bible-10-gov-25-bible,bible-10-gov-25-gov,bible-10-gov-50-flores,bible-10-gov-50-bible,bible-10-gov-50-gov
linear,True,False,0.8944271909919949,0.4024922359499612,0.1788854381996266,0.4919349550505891,1.252198067399283,2.4596747752496038,0.268328157299915,1.3863621460497833,3.085773808949706,1.849462230455858,0.2926209339348588,4.456396865804416,0.7155417527999324,0.0894427190994193,0.3577708763999269,0.6708203932500334,1.2521980673998936,0.4919349550499585,0.8497058314500175,1.3863621460497622,0.5813776741499648,0.8497058314356792,0.3577708763999667,0.1341640786499829,0.8049844718994098,1.2074767078503148,2.191346617949552,0.9838699100999008,1.431083505600229,2.996331089849726,1.7188477756764715,0.0937868650998925,4.608291170400118,0.7155417527999328,0.5366563145952558,0.4024922359499935,0.8497058314500968,1.4310835055998954,0.6708203932499335,0.983869910100144,1.4310835055998874,0.849705831449838,0.4919349550499652,1.2074767078497015,0.4472135954999235,0.3577708763992648,2.0571825392998755,0.4919349550491325,0.5366563145999502,1.3863621460498687,1.296919426949838,0.8049844718998683,0.0894427190967739,0.8497058314496827,0.536656314599581,1.207476707850029,1.8335757415492804,0.7155417527987697,1.341640786499893,2.7280029325497464,0.4472135954999637,1.118033988749871,0.5366563145998777,0.4472135954999671,1.8335757415498248,0.8049844718936464,0.5813776741498944,1.2969194269498774,1.4310835055998667,0.124599082219633,3.2977982684992786,0.0865880304410407,0.2372017872927317,4.2750633400847935,0.0944785746424887,0.0537892275789167,4.216522740164392,0.5083211351774847,0.0894427191000151,1.1627553482994648,0.447213595490077,0.1341640786498717,1.967739820199816,2.5491174943493453,0.2236067977495301,2.146625258399801,3.5777087639996603,2.0354496682365446,1.3445027402231124,4.21015778417488,1.5205262246900075,2.638560213449748,2.8174456516499338,0.894427190999761,2.549117494349764,1.8782971010999072,0.581377674149952,2.3702320561497805,3.3541019662496847,2.171783937632085,0.8339939761918441,4.5404600562368005,0.4472135955004199,1.5652475842499454,0.1341640786483575,0.3130495168507154,2.54911749434976,2.3255106965992645,0.4024922359479222,1.8782971010998144,3.354101966249694,1.9408438299562352,1.3809285944966514,4.296954195328011
poly2,True,False,0.8944271797855544,0.4024922366385574,0.1788854386006103,0.4919349549887235,1.2521980718690982,2.4596747712109392,0.2683281528522942,1.386362142615939,3.0857738088887143,2.7080711093664016,0.1128664590560316,4.808437473954513,0.7155417528072496,0.0894427137720869,0.3577708767945069,0.6708203880009902,1.2521980707854792,0.4919349597214316,0.8497058311795826,1.38636214730979,0.5813776723486204,0.8497058430848163,0.3577708750574582,0.1341640770002011,0.8049844836642925,1.2074767021892454,2.1913466179626404,0.9838699143566818,1.431083503580908,2.9963310826032874,3.056442050360616,0.0782057568528049,4.826639481506343,0.7155417549430373,0.5366563132316192,0.4024922329424531,0.8497058302284088,1.4310835055511408,0.6708203932399874,0.983869915888589,1.431083501319525,0.8497058261973995,0.4919349535057622,1.2074767088255625,0.4472135961841354,0.3577708763736323,2.0571825498593284,0.4919349553197605,0.5366563093144388,1.3863621406641216,1.2969194271068425,0.8049844732358022,0.0894427265156974,0.8497058314715099,0.536656320341132,1.2074767122005554,1.83357574575024,0.7155417564511772,1.341640788532603,2.728002931116629,0.4472135957504001,1.118033979833576,0.5366563117320956,0.4472135956106635,1.8335757415473448,0.8049844751531932,0.5813776702854919,1.2969194236538697,1.4310835055975772,0.1054826151960039,2.981578413461848,0.2291927947484016,0.4117864086169387,4.669437899015991,0.0154185194017591,0.2335437024577438,4.701345568127135,0.3914468136710835,0.0894427123992845,1.1627553469921346,0.4472135979468469,0.1341640802372477,1.967739820366874,2.5491174955874123,0.2236068056955619,2.146625257012454,3.5777087640394445,2.900607092704752,2.1947501757062065,4.436733466160702,1.5205262288692225,2.6385602134376542,2.8174456521568807,0.8944271898472074,2.549117496807036,1.8782971049797403,0.5813776684339238,2.370232051933688,3.354101967889123,3.0037670695995944,1.039011884771762,4.785311954816538,0.4472135939792945,1.5652475842611182,0.1341640789964907,0.3130494991805252,2.549117493228904,2.325510694350611,0.4024922253287867,1.8782971010474527,3.354101966152166,2.7728269619237444,1.288163934889021,4.572112795329208
poly3,True,False,0.8944271918664378,0.4024922287434692,0.1788854384256619,0.4919349684545736,1.2521980674857744,2.459674768729771,0.2683281557265079,1.3863621460541398,3.085773809184861,3.544345441755894,0.0127504954681568,4.947619873833594,0.7155417533480274,0.0894427118333557,0.3577708741347206,0.6708203944532982,1.2521980574689848,0.4919349550520415,0.8497058344197727,1.3863621495725236,0.581377672073052,0.8497058265812247,0.3577708764505309,0.1341640811227601,0.8049844723105413,1.207476710925369,2.1913466271445023,0.983869936094126,1.4310835056083684,2.99633107512088,3.2136879443263404,0.2405831410342233,5.141384473062018,0.7155417558901476,0.5366563100639486,0.4024922375809852,0.8497058314797379,1.43108350930914,0.6708203932466804,0.983869915074796,1.4310834991145642,0.8497058310486836,0.4919349557282984,1.2074767128596544,0.4472135962215728,0.3577708729395718,2.057182539055151,0.4919349568120325,0.5366563182362701,1.386362168755385,1.2969194204818555,0.8049844710096722,0.089442727983421,0.8497058314975158,0.5366563146072837,1.2074767073800652,1.8335757415692988,0.7155417564198807,1.3416408005576044,2.7280029316021177,0.4472136010760659,1.1180339957885472,0.5366563114352934,0.4472135933164722,1.833575726825236,0.804984471744881,0.5813776740948445,1.2969194257852263,1.4310835120208034,0.594468377777328,3.890810356746222,0.3556185333679871,0.6699921043379385,5.144657676667269,0.078128556734697,0.3336596660456187,5.38400213520726,0.244387581938862,0.0894427335686537,1.1627553486866735,0.4472135959628548,0.134164091074157,1.9677398260014245,2.5491175066567378,0.2236068031918646,2.1466252595081103,3.5777087374997163,3.69327733130679,2.010425049620792,4.571112311414699,1.520526231695878,2.6385602060662894,2.8174456513990185,0.8944272014810567,2.5491174935205336,1.8782971013780083,0.5813776855401365,2.370232051881657,3.354101966521968,3.797730000495913,1.2616370031837223,4.852747212247103,0.4472135989759184,1.565247594083326,0.1341640822888092,0.3130495168606201,2.5491174943650843,2.3255106820732925,0.4024922327200718,1.8782970961848449,3.354101940299333,3.566789892820064,1.9767678375993616,4.146248247260032
exp,True,False,0.8027473569905249,0.2140005745397428,0.5432817011999475,0.8324120513316153,0.6076968303531457,2.2128183410364937,0.7134203725954452,0.7095405658673503,2.902353246964384,4.054706196374698,0.171028991199647,7.6604898763838865,0.3419565550075483,0.293716845794505,0.2364951758497077,0.3158373498898334,0.8811059349637526,0.2866044387813006,0.4525931662738238,1.088916343435418,0.2951543701434692,0.5745952382835177,0.179388977938601,0.1157381107667279,0.6025536715656042,0.6668782550634026,1.910663009963331,0.4518610988175157,0.8483632223471262,2.795770118051692,4.618626003200048,0.0141102670453633,7.483179103933417,0.3349629119125027,0.1847579399590702,0.2399839849121506,0.4767270930974224,1.0523691756078253,0.3402383721855465,0.5723703282056278,1.1405998123760464,0.4669427037087676,0.2826495031389626,0.9726895702124072,0.2449041507204247,0.2136614177591367,1.7284884479076097,0.6359159175035286,0.2713085705205191,1.130342619818695,1.1864648460485705,0.442925881325328,0.508489270463492,0.4893610013284921,0.268874013507735,0.7283192840999336,1.6156095422840837,0.3437556143153201,0.9695253230744412,1.962596496600956,0.3024432427734128,0.9060216175499144,0.2817797017650114,0.2169031998483344,1.4993591755178308,1.0819014964041922,0.2804034007042938,1.004915255770498,1.4991779236563252,0.1607187735025656,5.394524277724324,0.1114693831443629,0.348026189181915,6.779423648463317,0.2065418253687687,0.1753811703141284,6.482287939725024,0.4499024474817219,0.4864115879688206,0.7145983790590591,0.33838427718618,1.0306365135552498,1.0910845346572593,2.3371051231497493,0.8182471063385125,1.4824613205603907,3.514482014291041,3.853940227105714,2.0848735568648253,6.905986367361129,0.9763793494901578,1.3862371264417912,3.052055376694882,1.3081745965602165,1.58376353750378,1.4783048169259525,1.113608837739108,1.6380424362204111,3.2210944744846217,3.8555712043448143,0.9644702787670874,7.518431601979735,0.6189744263368802,0.859909403232463,0.0348826604489964,1.041439805093464,1.4256641056290695,2.0713930647642864,0.8647638639746534,1.3113595397977469,3.2491541339532897,3.6246310966689648,1.935524108563827,7.202009512708939
log,True,False,0.8944271909997467,0.4024922359499644,0.1788854381999746,0.4919349550249502,1.2521980673998692,2.459674775249772,0.2683281572987901,1.3863621460498738,3.085773808949404,0.3739526870770452,0.6683973210655807,5.267077949400253,0.7155417527999328,0.0894427190999912,0.3577708763999663,0.6708203932499365,1.252198067399881,0.4919349550499545,0.8497058314499183,1.3863621460498734,0.5813776741499457,0.8497058314499072,0.3577708763999674,0.1341640786499861,0.8049844718999262,1.2074767078498618,2.1913466179498,0.9838699100999088,1.431083505599836,2.9963310898482862,0.1004212601739167,0.4466635050464413,5.690610556836602,0.7155417527999319,0.5366563145998332,0.4024922359499622,0.8497058314499221,1.43108350559987,0.6708203932499366,0.9838699100999184,1.4310835055998652,0.8497058314499198,0.4919349550499541,1.2074767078498718,0.4472135954999585,0.3577708763999631,2.057182539299807,0.4919349550499329,0.5366563145999645,1.3863621460498718,1.2969194269498778,0.8049844718999264,0.0894427190999102,0.8497058314499211,0.5366563145999503,1.2074767078498865,1.8335757415497231,0.7155417527999518,1.341640786499877,2.7280029325497432,0.4472135954999581,1.1180339887498965,0.5366563145999492,0.4472135954999527,1.8335757415498284,0.804984471899262,0.5813776741499126,1.2969194269498805,1.4310835055998656,0.1838209820483624,3.3134114834907704,0.2185994109787397,0.1112876389080831,4.088741018326348,0.0935509153116253,0.3219871595518052,3.799766009629032,0.7472625955909158,0.0894427190999912,1.1627553482998907,0.4472135954981038,0.134164078649994,1.9677398201998135,2.549117494349755,0.2236067977507662,2.146625258399882,3.577708763999657,0.6209506813087605,1.0998656541612402,5.55281331857355,1.520526224699207,2.638560213441594,2.8174456516497344,0.8944271909999166,2.549117494349744,1.8782971010998248,0.5813776741499457,2.3702320561497867,3.3541019662501896,0.7365198206787077,0.774760941746034,5.437177707455805,0.4472135954999575,1.5652475842498088,0.1341640786493521,0.3130495168483703,2.549117494349766,2.3255106965997827,0.4024922359499623,1.8782971010999847,3.3541019662510063,0.5055797130028582,1.0044214610049382,5.182481930924555
power,True,False,0.8944271909999163,0.2387467295895627,1.6636949860483905,0.4919349550499543,1.161620662561039,2.462482346749172,0.2683281572999547,1.3863621460498694,2.889877120499469,0.951117485214462,0.5157805382098416,69.00219577798687,0.4135214666603746,1.8758271985020492,0.2363953452155078,0.6708203932499369,2.568516414635182,0.2846049858559498,0.8497058314499198,2.5215578907696536,0.3376388631081669,0.8497058314499201,0.2258317957597793,1.2717233050435095,0.8049844718999254,0.7707139492661056,2.5434941531801085,0.9838699100999064,1.4310835055998652,3.0830738856668227,0.0728873712661364,0.2551039635495646,72.41742101561935,0.7112782714673307,1.8797163765349647,0.3167332736698476,0.8497058314499202,2.6617888437759385,0.4207136816954449,0.9838699100999072,2.544350598013979,0.5805170107640772,0.4919349550499537,1.4242036690537354,0.4472135954999583,0.3577708763999664,2.641420396309018,1.0831525454492967,0.5366563145999496,2.3487668468418077,1.5217365562684064,0.477493454050156,1.8929959768713185,0.6826419268834524,0.3146426544510516,2.678610458844392,2.4458343743560964,0.4324349707099467,2.520545444511737,2.8618425704839447,0.4472135954999578,1.2709978313976766,0.5366563145999498,0.447213595499958,2.428094712844321,1.5382173644361432,0.5813776741499452,2.538988476920738,2.0433419084354627,0.1669971616464404,17.287631525507287,0.170586682528614,0.0102150138252489,31.44282555927976,5.217835730842814,0.1693703766960662,24.93751284442004,0.1351689713080263,0.089442719099992,0.94638949035431,1.264665496877304,0.1341640786499877,1.4460290449740527,2.5248378387895856,0.2236067977499805,2.1466252583997982,3.303019861855631,0.92048633074965,1.2144292300531638,72.89290047238387,0.896660461674346,1.6449924222174923,3.6825516118418182,0.8944271909999191,2.330879658114457,2.579443029356235,0.581377674149944,2.463815672016658,3.027369254668133,1.0733700183762205,1.0711188314328186,70.18587518310852,0.4472135954999575,0.9257429390971248,1.384589348826979,0.3130495168499718,1.9372661196287435,2.578252883250761,0.4024922359499639,1.919406146201972,3.1034020064387526,0.842429910700371,1.19289265467717,70.86464899995951
mult,True,True,0.3318036353709369,0.2236067977499789,0.543281701199965,0.0554876127749936,0.8037422119124246,2.2128183410364906,0.082447199170384,0.9724028948306784,2.902353246964374,0.3201166032470862,0.7455597739348916,3.799093176471582,0.4161030845086564,0.2937168457945018,0.1062132289312392,0.459410329922684,0.8811059349637509,0.2832352771499734,0.6471443793705274,1.0889163434354148,0.3726779962499648,0.3523374401929571,0.2104534567058625,0.1157381107667294,0.334525875955911,0.9185079230652922,1.9106630099633377,0.5524807956714876,1.125314210071987,2.795770118051692,0.8078687405090704,1.2068789567713578,0.3477540697030202,0.4364804692079573,0.1847579399590686,0.1540402384499855,0.661150910103992,1.052369175607822,0.4829906831399545,0.7900773520499258,1.1405998123760337,0.6691003409595524,0.2772724292099738,0.9726895702124104,0.2545677389768991,0.2127286292107908,1.7284884479076097,0.6359159175035987,0.3860159455894376,1.1303426198187048,1.3927509116998695,0.3694373180217045,0.5084892704634888,0.7325050271120003,0.3590862105043781,0.728319284099929,2.2246843587052454,0.4955610112296833,0.9695253230744348,2.8276095970020068,0.1967739820199814,0.906021617549916,0.2997987436499718,0.2906888370749724,1.4993591755178326,1.1047127327137265,0.4330910609052223,1.0049152557704948,1.732952682562337,0.2737469641698795,1.8493594635001775,0.2414721221471425,0.0614479902932579,2.6582208345894767,0.4043615588715532,0.399149612421116,1.1880915825613214,0.8763123442857097,0.1341640786499877,0.5549514162340387,0.3383842771861768,0.453257022466173,1.6510966226717196,2.337105123149775,0.1359947775788939,2.172712718137296,3.514482014291044,0.333096197784529,3.378411428601757,0.3211929099439126,0.7681551169763984,1.5624524992779782,3.2758957696496926,0.1776601954725841,2.383215676664292,1.4783048169259525,0.0409945795874961,2.46728692155615,3.2210944744846155,0.1955358501202199,0.1077380701761243,0.7738814094977571,0.0741271850075274,0.7777627747825354,0.0348826604489964,0.1111990561783671,2.120034179748449,2.071393064764264,0.007985957062499,1.958324797136658,3.2491541339532706,0.4264759577960694,2.147425308393764,0.0450221541223193
hybrid_mult,True,False,0.4795023895479495,0.3574877094619325,2.132221024480089,0.1027828075020589,1.061765444620347,1.7887667964514815,0.0673119639129724,1.20528563023527,1.922998193761276,0.8787624516521835,0.5365423116414972,1.018016897916942,0.6042781576746892,1.475001175997824,0.2772798199433655,0.5766608846108805,1.4310820280783638,0.415560315719585,0.7625180373709877,1.3643680078836775,0.5006724613373086,0.4390141593499045,0.3119730424891515,1.7383546250458422,0.3334054566415876,1.045789096824313,2.057053861532853,0.5422510938105913,1.2559014300351192,2.146609123967635,0.3127571037742159,0.4137557384285465,0.6987335772687486,0.6070542983997668,1.1626168904099183,0.3215114162885962,0.7577021890009141,1.4758037440287042,0.5909628715276181,0.8898625986941138,1.3030733584176692,0.774514864178238,0.4216068706354833,0.4024592432636698,0.3791363819760047,0.2949969164200119,0.9216832465777612,0.6874822899009381,0.4754284172367387,1.0899542241254208,1.3757852668276522,0.6710576400155416,1.5188935793120075,0.7927987729534319,0.4530194125043171,1.4757671552135971,2.2296526453738803,0.6195350358085532,1.4757933524466758,2.810005835544348,0.3619178075427104,0.3129825101514792,0.4498990564714457,0.3788252388955578,0.8497057528306494,1.24250348683538,0.5167011547831781,1.3475904427156205,1.8107719956736,0.1386300167752412,3.3900041751502457,0.106719094001556,0.0309103446859031,2.711663556880166,0.210736896988214,0.1901321501277216,3.2979385787013493,0.5391722850060322,0.0579050215737151,0.9323689736035108,1.246957740118674,0.4080622224163112,1.591478301941552,1.7440961453035169,0.1050157625821965,2.1852227328340943,1.923018217359056,0.0229569066362525,0.3838494576585176,0.9202721091263474,1.0921178448986686,2.0699538513137696,3.848615348797899,0.3259071284683534,2.371896429186674,2.146301309194035,0.1178584598594154,2.4876075571917813,1.7888504471297,0.2270987143186718,0.181740752207727,1.156045380330381,0.2197546725833958,1.260031348167728,1.4650559011634414,0.0261059908072006,2.083313820670744,1.9676630037127756,0.0593630026803277,1.996785012629652,1.8782954787800568,0.0038413933572771,0.0886625145879945,1.069314992575008
am,True,False,1.2257773643291312,0.7713487348235403,2.898154889909211,1.4592547891782015,1.3226834895607935,4.171057267062972,1.4468766367931738,1.5855278203277936,4.739151307381431,3.290896520662271,1.3856406473650171,12.701705932404211,0.82035712134345,2.7599870995394395,0.3591648544026919,1.0134130605885838,3.873944788929256,0.8453419621266972,1.2800173722999324,3.913391331101633,0.9826129526305694,0.9749372617840706,0.697556851035199,2.373824588781916,1.4786946597984727,1.384591574445822,4.138965243393815,1.6509197108036793,1.5921609374285175,4.823579583424397,4.041451892576576,0.9237604297298716,13.16358615328051,0.8154760039742315,2.875831040594719,0.4516646633626011,1.2445783533943735,4.004459981036688,1.044035316814144,1.5314984463693957,4.003803400131378,1.3334411102023056,0.8130207459800147,2.689614840328138,0.7654922707418148,1.083725436793307,4.324110826386535,2.262382286863243,1.4832651863328248,3.861990324819872,2.966666090502439,1.0178508523895118,2.8168380203850707,1.5188800553136406,1.2204328067254224,4.176984950973728,3.671618371833111,1.4648156814172089,4.03496608665172,4.291634354315134,0.719372689103297,2.518242415731047,0.8922468902434862,1.1068117183685495,4.089662810214718,2.5693376399508536,1.4328295653945184,3.926640181322889,3.0288807905949118,1.1547005395882013,5.484827563430086,0.9814954609720098,0.923760428334842,8.140638753864184,0.6350852944519594,1.0392304858512416,7.621023549326574,0.2886751336556871,0.8405484759685187,1.6682604977969036,1.9428102628800303,1.217115062008441,2.579449020618348,4.180464070347833,1.3769410679713467,3.1884865828390803,5.08593879139767,3.290896556039268,1.096965510879694,12.817175976674704,1.9151801675549476,2.8165405839576176,4.769996328792476,1.4664547675032509,3.3469425161845803,4.192092514602229,1.4403071517098562,3.368788725461218,4.887809632173445,3.002221407585881,1.0969655128153295,12.874910991309092,0.915452339883286,1.9612795995350476,2.067608237819575,1.3843425921499364,3.122440529374518,4.141626704790991,1.5553716136300426,2.9882314962540897,4.887760332323419,3.233161515261731,1.1547005385727498,12.701705901947056
gm,True,False,0.8819336853974432,0.5929635431795465,2.837681615058407,0.4700343950420952,0.9948238511205164,4.0869538838193655,0.4007146027907633,1.2329134976416938,4.5719089782035605,1.813066365081209,1.0673387653298678,9.746045610102763,0.6012368500557547,2.9015352210384435,0.2524033818563954,0.751745137469917,3.889403373242248,0.6431669509303762,1.0143284332905116,3.87741603403189,0.7516776251596207,0.66931665592459,0.52263369140696,2.365225941840804,0.6579478492694043,1.0687061503284043,4.057753119339581,0.7894599232612465,1.2501015862935894,4.625580918762453,2.381734926955922,0.6964019430668265,10.09424657417046,0.5948535960704804,3.023758728249712,0.2995806273915487,0.979749547876764,3.986878116507818,0.8159055968229191,1.2402196782115449,3.990100515641567,1.0797011998736938,0.5708439404114449,2.8498467172293886,0.5279169369249801,0.7634022693148902,4.324563034960259,2.075577614960681,1.1430654545215566,3.901044293344437,2.6278942830106957,0.739133507567671,3.002531110441711,1.2473249235247,0.9355549227762942,4.3261072181007805,3.224257304560927,1.1312891358845718,4.089676053847889,3.647752762927499,0.4691510055697125,2.7081387177298075,0.6332717436694537,0.8059435092059705,4.158179706137894,2.324621280081705,1.1187559214075111,3.916488126239656,2.696709529693043,0.76819111064957,4.620865306528143,0.6631935784876422,0.5827226986004423,6.66280864169012,0.3622551106459868,0.7209286038160923,6.256872642190391,0.4023543778656252,0.2860438775975992,1.179500288896294,1.9313091141896104,0.2062377627610923,2.155306256665071,4.052146892523314,0.4018318865649813,2.7690248298336915,4.771754200822156,1.7448588405413843,1.0742296629343249,9.747836430287029,1.417527826064582,2.134901416768531,4.151911811139358,0.7258852223788277,2.774223356996872,4.1769683392569865,0.4497430321739564,2.855985667955206,4.654426533028057,1.5016553861647064,0.9378145705873367,9.89651482760296,0.3937033792366149,1.4302061594122908,2.0334733715349937,0.4083879470019398,2.5624634194857503,4.036784300984847,0.5427651148889692,2.6677069457381224,4.622695941830151,1.7325954938405557,1.1319646900188978,9.700573886172046
