c0,"c1,1","c1,2","c1,3",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
20.553537576800352,53.02125497939803,-100.47328802719572,60.5250239179167,-3.661359216954598,10.587910623795743,5.669533461313027,-1.5631711059259679,-1.2377351035372341,-23.808044863770053,-1.0466658602156294,12.85961909376946,12.91951202712956
