model,pareto,rawlsian,all
linear,True,True,13.70035847409252
poly2,False,False,13.700358801979354
poly3,False,False,13.70035879366576
exp,False,False,13.70035867774122
log,False,False,13.700358627570465
power,False,False,13.70035891060122
hmult,False,False,13.709151020800922
