c0,c1,"c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
34.687183830000116,2.1363778313868718,37.9088992391602,-413.0926449083893,446.4384069349381,16.954230660931106,11.657152275051901,-0.9874256297565708,-0.3658775528023436,-26.839666441699713,6.482272785031052,4.159277705192426,4.193903403933212
