,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[-0.5],3.2926623354117596e-11,[1.0],2.2976232643081996e-08,[-1.0],1.4729601560365068e-07
loo,[-0.5],0.019841845789879093,[-1.0],2.0935474839652817,[-1.0],7.510317886410566
