train set,train set size,test set,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
gov,1,flores,17.242098438531485,-22.857697159300436,0.0,0.0,0.0,0.0,0.0,2.080429360759882,2.254704692198304
gov,1,bible,3.365852616024438,-4.603058112084364,0.0,0.0,0.0,0.0,0.0,0.7780032838698475,0.8328225108179942
gov,1,gov,-5.312508655500854,44.211651384567524,0.0,0.0,0.0,0.0,0.0,3.43253240803607,3.8594500700023926
gov,10,flores,49.59202685381206,-68.25800720657148,0.0,0.0,0.0,0.0,0.0,2.546541922705666,2.864284565803106
gov,10,bible,12.226165414094298,-18.41721943596048,0.0,0.0,0.0,0.0,0.0,1.0903818755542696,1.1344890604770794
gov,10,gov,1.8751854743451772,59.45777433726538,0.0,0.0,0.0,0.0,0.0,3.1700309904283968,4.444484096127594
gov,25,flores,55.129210063151966,-73.85790578161203,0.0,0.0,0.0,0.0,0.0,2.9810204558677427,3.3721187083480224
gov,25,bible,12.147129699690003,-17.442609348852816,0.0,0.0,0.0,0.0,0.0,1.2894434379174566,1.3293493385422086
gov,25,gov,1.5224641550883051,67.00232870663031,0.0,0.0,0.0,0.0,0.0,3.834887996045322,5.508395833440366
gov,50,flores,60.830857736138796,-83.14482680073986,0.0,0.0,0.0,0.0,0.0,0.7593723735579456,1.4377183260416286
gov,50,bible,13.461193580361849,-20.138627791163493,0.0,0.0,0.0,0.0,0.0,0.33231553254109797,0.6291723921449671
gov,50,gov,6.610637377048928,63.695106932094234,0.0,0.0,0.0,0.0,0.0,4.686335607872808,8.872630652075266
bible,1,flores,2.995566857130395,-3.391141251306553,0.0,0.0,0.0,0.0,0.0,0.5370254044403824,0.5584388664027299
bible,1,bible,7.603815164590216,17.025042776351025,0.0,0.0,0.0,0.0,0.0,3.004158502213693,3.429235260119295
bible,1,gov,3.22691259621741,-4.677298848262184,0.0,0.0,0.0,0.0,0.0,0.3482484813130832,0.3639234130031752
bible,10,flores,5.808022036074887,-6.378882014912051,0.0,0.0,0.0,0.0,0.0,0.7942878306127225,0.8760171767582348
bible,10,bible,13.465120662236748,25.629061370741926,0.0,0.0,0.0,0.0,0.0,3.471055626204043,4.07328530332919
bible,10,gov,5.622971415724272,-7.816200614378827,0.0,0.0,0.0,0.0,0.0,0.6275777231023352,0.6616649186608061
bible,25,flores,6.05345137259198,-6.207892505510981,0.0,0.0,0.0,0.0,0.0,0.8230200485074789,0.8816050728522504
bible,25,bible,15.924210217003079,28.632088294999445,0.0,0.0,0.0,0.0,0.0,3.610166835559824,4.077831391956937
bible,25,gov,5.482090058496274,-7.236027385733639,0.0,0.0,0.0,0.0,0.0,0.754637257645524,0.8211835537856836
