train set size,test set,c0,c1,rmse,kfold rmse
1,flores,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,6.422632590194287,-2.2314004637791443e-10,8.765868124736285,9.033515151919564
1,gov,7.391159877737009,7.329663829035834e-09,9.944501090205861,9.731240502792808
10,flores,4.503887398124648,1.1300110677985065e-10,5.969766463867633,5.730957734022879
10,bible,12.59216421280403,-1.6030448058340963e-09,13.269633217643774,13.632428329147515
10,gov,15.485591543370873,-4.0146206202866025e-10,17.136280646496704,16.956069225610385
25,flores,5.92067141369788,-1.6403014638752205e-09,6.951402959292537,6.72144290618008
25,bible,14.847664786015693,-5.308557917511968e-10,15.074453689289678,15.451083484686334
25,gov,17.692469606780445,6.525496808346471e-09,18.968714988608028,18.828474146367817
50,flores,11.70437964898317,-1.843213711088925e-11,4.232586396416107,3.5856486398799667
50,bible,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.89266148267512,2.7374746604537903e-08,5.868483722798164,5.611060961789794
