c0,c1,c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
-12.967582691198018,1.9012870614019741,-18.3037985864132,0.0,0.0,0.0,0.0,0.0,0.0,4.926755853544032,4.950182391421174
