language to,c0,c1,rmse,kfold rmse
ka,-8.998006757476498,-15.76909081631417,5.356983689923417,5.35716528932481
gu,-5.759036254465442,-16.120245223701396,6.400660003960469,6.401661816933485
hi,-8.885670634108788,-18.549996916411157,5.030131946369692,5.086362081328355
si,-13.421934471729859,-24.067246687193848,3.4754755597600417,3.4850457381404203
ta,-9.490379891998442,-17.77254154610712,4.1485821930939695,4.181746507708603
